longrange1,latrange1,longrange2,latrange2
-44.489320599999985,-22.918931999999966,-44.43932059999999,-22.868931999999965
-44.489320599999985,-22.868931999999965,-44.43932059999999,-22.818931999999965
-44.489320599999985,-22.618931999999962,-44.43932059999999,-22.56893199999996
-44.489320599999985,-22.56893199999996,-44.43932059999999,-22.51893199999996
-44.489320599999985,-22.51893199999996,-44.43932059999999,-22.46893199999996
-44.489320599999985,-22.46893199999996,-44.43932059999999,-22.41893199999996
-44.489320599999985,-22.41893199999996,-44.43932059999999,-22.36893199999996
-44.489320599999985,-22.36893199999996,-44.43932059999999,-22.318931999999958
-44.489320599999985,-22.318931999999958,-44.43932059999999,-22.268931999999957
-44.489320599999985,-22.268931999999957,-44.43932059999999,-22.218931999999956
-44.43932059999999,-23.11893199999997,-44.38932059999999,-23.06893199999997
-44.43932059999999,-23.06893199999997,-44.38932059999999,-23.018931999999968
-44.43932059999999,-23.018931999999968,-44.38932059999999,-22.968931999999967
-44.43932059999999,-22.968931999999967,-44.38932059999999,-22.918931999999966
-44.43932059999999,-22.918931999999966,-44.38932059999999,-22.868931999999965
-44.43932059999999,-22.868931999999965,-44.38932059999999,-22.818931999999965
-44.43932059999999,-22.618931999999962,-44.38932059999999,-22.56893199999996
-44.43932059999999,-22.56893199999996,-44.38932059999999,-22.51893199999996
-44.43932059999999,-22.51893199999996,-44.38932059999999,-22.46893199999996
-44.43932059999999,-22.46893199999996,-44.38932059999999,-22.41893199999996
-44.43932059999999,-22.41893199999996,-44.38932059999999,-22.36893199999996
-44.43932059999999,-22.36893199999996,-44.38932059999999,-22.318931999999958
-44.43932059999999,-22.318931999999958,-44.38932059999999,-22.268931999999957
-44.43932059999999,-22.268931999999957,-44.38932059999999,-22.218931999999956
-44.38932059999999,-23.26893199999997,-44.33932059999999,-23.21893199999997
-44.38932059999999,-23.21893199999997,-44.33932059999999,-23.16893199999997
-44.38932059999999,-23.16893199999997,-44.33932059999999,-23.11893199999997
-44.38932059999999,-23.11893199999997,-44.33932059999999,-23.06893199999997
-44.38932059999999,-23.06893199999997,-44.33932059999999,-23.018931999999968
-44.38932059999999,-23.018931999999968,-44.33932059999999,-22.968931999999967
-44.38932059999999,-22.968931999999967,-44.33932059999999,-22.918931999999966
-44.38932059999999,-22.918931999999966,-44.33932059999999,-22.868931999999965
-44.38932059999999,-22.868931999999965,-44.33932059999999,-22.818931999999965
-44.38932059999999,-22.618931999999962,-44.33932059999999,-22.56893199999996
-44.38932059999999,-22.56893199999996,-44.33932059999999,-22.51893199999996
-44.38932059999999,-22.51893199999996,-44.33932059999999,-22.46893199999996
-44.38932059999999,-22.46893199999996,-44.33932059999999,-22.41893199999996
-44.38932059999999,-22.41893199999996,-44.33932059999999,-22.36893199999996
