longrange1,latrange1,longrange2,latrange2
-43.73932060000003,-22.56893199999996,-43.68932060000003,-22.51893199999996
-43.73932060000003,-22.51893199999996,-43.68932060000003,-22.46893199999996
-43.73932060000003,-22.46893199999996,-43.68932060000003,-22.41893199999996
-43.73932060000003,-22.41893199999996,-43.68932060000003,-22.36893199999996
-43.73932060000003,-22.36893199999996,-43.68932060000003,-22.318931999999958
-43.73932060000003,-22.318931999999958,-43.68932060000003,-22.268931999999957
-43.73932060000003,-22.268931999999957,-43.68932060000003,-22.218931999999956
-43.73932060000003,-22.218931999999956,-43.68932060000003,-22.168931999999955
-43.73932060000003,-22.168931999999955,-43.68932060000003,-22.118931999999955
-43.73932060000003,-22.118931999999955,-43.68932060000003,-22.068931999999954
-43.68932060000003,-23.06893199999997,-43.63932060000003,-23.018931999999968
-43.68932060000003,-23.018931999999968,-43.63932060000003,-22.968931999999967
-43.68932060000003,-22.968931999999967,-43.63932060000003,-22.918931999999966
-43.68932060000003,-22.918931999999966,-43.63932060000003,-22.868931999999965
-43.68932060000003,-22.868931999999965,-43.63932060000003,-22.818931999999965
-43.68932060000003,-22.818931999999965,-43.63932060000003,-22.768931999999964
-43.68932060000003,-22.768931999999964,-43.63932060000003,-22.718931999999963
-43.68932060000003,-22.718931999999963,-43.63932060000003,-22.668931999999963
-43.68932060000003,-22.668931999999963,-43.63932060000003,-22.618931999999962
-43.68932060000003,-22.618931999999962,-43.63932060000003,-22.56893199999996
-43.68932060000003,-22.56893199999996,-43.63932060000003,-22.51893199999996
-43.68932060000003,-22.51893199999996,-43.63932060000003,-22.46893199999996
-43.68932060000003,-22.46893199999996,-43.63932060000003,-22.41893199999996
-43.68932060000003,-22.41893199999996,-43.63932060000003,-22.36893199999996
-43.68932060000003,-22.36893199999996,-43.63932060000003,-22.318931999999958
-43.68932060000003,-22.318931999999958,-43.63932060000003,-22.268931999999957
-43.68932060000003,-22.268931999999957,-43.63932060000003,-22.218931999999956
-43.68932060000003,-22.218931999999956,-43.63932060000003,-22.168931999999955
-43.68932060000003,-22.168931999999955,-43.63932060000003,-22.118931999999955
-43.68932060000003,-22.118931999999955,-43.63932060000003,-22.068931999999954
-43.68932060000003,-22.068931999999954,-43.63932060000003,-22.018931999999953
-43.63932060000003,-23.06893199999997,-43.589320600000036,-23.018931999999968
-43.63932060000003,-23.018931999999968,-43.589320600000036,-22.968931999999967
-43.63932060000003,-22.968931999999967,-43.589320600000036,-22.918931999999966
-43.63932060000003,-22.918931999999966,-43.589320600000036,-22.868931999999965
-43.63932060000003,-22.868931999999965,-43.589320600000036,-22.818931999999965
-43.63932060000003,-22.818931999999965,-43.589320600000036,-22.768931999999964
-43.63932060000003,-22.768931999999964,-43.589320600000036,-22.718931999999963
-43.63932060000003,-22.718931999999963,-43.589320600000036,-22.668931999999963
-43.63932060000003,-22.668931999999963,-43.589320600000036,-22.618931999999962
-43.63932060000003,-22.618931999999962,-43.589320600000036,-22.56893199999996
-43.63932060000003,-22.56893199999996,-43.589320600000036,-22.51893199999996
-43.63932060000003,-22.51893199999996,-43.589320600000036,-22.46893199999996
-43.63932060000003,-22.46893199999996,-43.589320600000036,-22.41893199999996
-43.63932060000003,-22.41893199999996,-43.589320600000036,-22.36893199999996
-43.63932060000003,-22.36893199999996,-43.589320600000036,-22.318931999999958
-43.63932060000003,-22.318931999999958,-43.589320600000036,-22.268931999999957
-43.63932060000003,-22.268931999999957,-43.589320600000036,-22.218931999999956
-43.63932060000003,-22.218931999999956,-43.589320600000036,-22.168931999999955
-43.63932060000003,-22.168931999999955,-43.589320600000036,-22.118931999999955
-43.63932060000003,-22.118931999999955,-43.589320600000036,-22.068931999999954
-43.63932060000003,-22.068931999999954,-43.589320600000036,-22.018931999999953
-43.589320600000036,-23.11893199999997,-43.53932060000004,-23.06893199999997
-43.589320600000036,-23.06893199999997,-43.53932060000004,-23.018931999999968
-43.589320600000036,-23.018931999999968,-43.53932060000004,-22.968931999999967
-43.589320600000036,-22.968931999999967,-43.53932060000004,-22.918931999999966
-43.589320600000036,-22.918931999999966,-43.53932060000004,-22.868931999999965
-43.589320600000036,-22.868931999999965,-43.53932060000004,-22.818931999999965
-43.589320600000036,-22.818931999999965,-43.53932060000004,-22.768931999999964
-43.589320600000036,-22.768931999999964,-43.53932060000004,-22.718931999999963
-43.589320600000036,-22.718931999999963,-43.53932060000004,-22.668931999999963
-43.589320600000036,-22.668931999999963,-43.53932060000004,-22.618931999999962
-43.589320600000036,-22.618931999999962,-43.53932060000004,-22.56893199999996
-43.589320600000036,-22.56893199999996,-43.53932060000004,-22.51893199999996
-43.589320600000036,-22.51893199999996,-43.53932060000004,-22.46893199999996
-43.589320600000036,-22.46893199999996,-43.53932060000004,-22.41893199999996
-43.589320600000036,-22.41893199999996,-43.53932060000004,-22.36893199999996
-43.589320600000036,-22.36893199999996,-43.53932060000004,-22.318931999999958
-43.589320600000036,-22.318931999999958,-43.53932060000004,-22.268931999999957
-43.589320600000036,-22.268931999999957,-43.53932060000004,-22.218931999999956
-43.589320600000036,-22.218931999999956,-43.53932060000004,-22.168931999999955
-43.589320600000036,-22.168931999999955,-43.53932060000004,-22.118931999999955
-43.589320600000036,-22.118931999999955,-43.53932060000004,-22.068931999999954
-43.589320600000036,-22.068931999999954,-43.53932060000004,-22.018931999999953
-43.53932060000004,-23.06893199999997,-43.48932060000004,-23.018931999999968
-43.53932060000004,-23.018931999999968,-43.48932060000004,-22.968931999999967
-43.53932060000004,-22.968931999999967,-43.48932060000004,-22.918931999999966
-43.53932060000004,-22.918931999999966,-43.48932060000004,-22.868931999999965
-43.53932060000004,-22.868931999999965,-43.48932060000004,-22.818931999999965
-43.53932060000004,-22.818931999999965,-43.48932060000004,-22.768931999999964
-43.53932060000004,-22.768931999999964,-43.48932060000004,-22.718931999999963
-43.53932060000004,-22.718931999999963,-43.48932060000004,-22.668931999999963
-43.53932060000004,-22.668931999999963,-43.48932060000004,-22.618931999999962
-43.53932060000004,-22.618931999999962,-43.48932060000004,-22.56893199999996
-43.53932060000004,-22.56893199999996,-43.48932060000004,-22.51893199999996
-43.53932060000004,-22.51893199999996,-43.48932060000004,-22.46893199999996
-43.53932060000004,-22.46893199999996,-43.48932060000004,-22.41893199999996
-43.53932060000004,-22.41893199999996,-43.48932060000004,-22.36893199999996
-43.53932060000004,-22.36893199999996,-43.48932060000004,-22.318931999999958
-43.53932060000004,-22.318931999999958,-43.48932060000004,-22.268931999999957
-43.53932060000004,-22.268931999999957,-43.48932060000004,-22.218931999999956
-43.53932060000004,-22.218931999999956,-43.48932060000004,-22.168931999999955
-43.53932060000004,-22.168931999999955,-43.48932060000004,-22.118931999999955
-43.53932060000004,-22.118931999999955,-43.48932060000004,-22.068931999999954
-43.53932060000004,-22.068931999999954,-43.48932060000004,-22.018931999999953
-43.48932060000004,-23.06893199999997,-43.439320600000045,-23.018931999999968
-43.48932060000004,-23.018931999999968,-43.439320600000045,-22.968931999999967
-43.48932060000004,-22.968931999999967,-43.439320600000045,-22.918931999999966
-43.48932060000004,-22.918931999999966,-43.439320600000045,-22.868931999999965
-43.48932060000004,-22.868931999999965,-43.439320600000045,-22.818931999999965
-43.48932060000004,-22.818931999999965,-43.439320600000045,-22.768931999999964
-43.48932060000004,-22.768931999999964,-43.439320600000045,-22.718931999999963
-43.48932060000004,-22.718931999999963,-43.439320600000045,-22.668931999999963
-43.48932060000004,-22.668931999999963,-43.439320600000045,-22.618931999999962
-43.48932060000004,-22.618931999999962,-43.439320600000045,-22.56893199999996
-43.48932060000004,-22.56893199999996,-43.439320600000045,-22.51893199999996
-43.48932060000004,-22.51893199999996,-43.439320600000045,-22.46893199999996
-43.48932060000004,-22.46893199999996,-43.439320600000045,-22.41893199999996
-43.48932060000004,-22.41893199999996,-43.439320600000045,-22.36893199999996
-43.48932060000004,-22.36893199999996,-43.439320600000045,-22.318931999999958
-43.48932060000004,-22.318931999999958,-43.439320600000045,-22.268931999999957
-43.48932060000004,-22.268931999999957,-43.439320600000045,-22.218931999999956
-43.48932060000004,-22.218931999999956,-43.439320600000045,-22.168931999999955
-43.48932060000004,-22.168931999999955,-43.439320600000045,-22.118931999999955
-43.48932060000004,-22.118931999999955,-43.439320600000045,-22.068931999999954
-43.48932060000004,-22.068931999999954,-43.439320600000045,-22.018931999999953
-43.439320600000045,-23.06893199999997,-43.38932060000005,-23.018931999999968
-43.439320600000045,-23.018931999999968,-43.38932060000005,-22.968931999999967
-43.439320600000045,-22.968931999999967,-43.38932060000005,-22.918931999999966
-43.439320600000045,-22.918931999999966,-43.38932060000005,-22.868931999999965
-43.439320600000045,-22.868931999999965,-43.38932060000005,-22.818931999999965
-43.439320600000045,-22.818931999999965,-43.38932060000005,-22.768931999999964
-43.439320600000045,-22.768931999999964,-43.38932060000005,-22.718931999999963
-43.439320600000045,-22.718931999999963,-43.38932060000005,-22.668931999999963
-43.439320600000045,-22.668931999999963,-43.38932060000005,-22.618931999999962
-43.439320600000045,-22.618931999999962,-43.38932060000005,-22.56893199999996
-43.439320600000045,-22.56893199999996,-43.38932060000005,-22.51893199999996
-43.439320600000045,-22.51893199999996,-43.38932060000005,-22.46893199999996
-43.439320600000045,-22.46893199999996,-43.38932060000005,-22.41893199999996
-43.439320600000045,-22.41893199999996,-43.38932060000005,-22.36893199999996
-43.439320600000045,-22.36893199999996,-43.38932060000005,-22.318931999999958
-43.439320600000045,-22.318931999999958,-43.38932060000005,-22.268931999999957
-43.439320600000045,-22.268931999999957,-43.38932060000005,-22.218931999999956
-43.439320600000045,-22.218931999999956,-43.38932060000005,-22.168931999999955
-43.439320600000045,-22.168931999999955,-43.38932060000005,-22.118931999999955
-43.439320600000045,-22.118931999999955,-43.38932060000005,-22.068931999999954
-43.439320600000045,-22.068931999999954,-43.38932060000005,-22.018931999999953
-43.38932060000005,-23.018931999999968,-43.33932060000005,-22.968931999999967
-43.38932060000005,-22.968931999999967,-43.33932060000005,-22.918931999999966
-43.38932060000005,-22.918931999999966,-43.33932060000005,-22.868931999999965
-43.38932060000005,-22.868931999999965,-43.33932060000005,-22.818931999999965
-43.38932060000005,-22.818931999999965,-43.33932060000005,-22.768931999999964
-43.38932060000005,-22.768931999999964,-43.33932060000005,-22.718931999999963
-43.38932060000005,-22.718931999999963,-43.33932060000005,-22.668931999999963
-43.38932060000005,-22.668931999999963,-43.33932060000005,-22.618931999999962
-43.38932060000005,-22.618931999999962,-43.33932060000005,-22.56893199999996
-43.38932060000005,-22.56893199999996,-43.33932060000005,-22.51893199999996
-43.38932060000005,-22.51893199999996,-43.33932060000005,-22.46893199999996
-43.38932060000005,-22.46893199999996,-43.33932060000005,-22.41893199999996
-43.38932060000005,-22.41893199999996,-43.33932060000005,-22.36893199999996
-43.38932060000005,-22.36893199999996,-43.33932060000005,-22.318931999999958
-43.38932060000005,-22.318931999999958,-43.33932060000005,-22.268931999999957
-43.38932060000005,-22.268931999999957,-43.33932060000005,-22.218931999999956
-43.38932060000005,-22.218931999999956,-43.33932060000005,-22.168931999999955
-43.38932060000005,-22.168931999999955,-43.33932060000005,-22.118931999999955
-43.38932060000005,-22.118931999999955,-43.33932060000005,-22.068931999999954
-43.38932060000005,-22.068931999999954,-43.33932060000005,-22.018931999999953
-43.38932060000005,-22.018931999999953,-43.33932060000005,-21.968931999999953
-43.33932060000005,-23.06893199999997,-43.28932060000005,-23.018931999999968
-43.33932060000005,-23.018931999999968,-43.28932060000005,-22.968931999999967
-43.33932060000005,-22.968931999999967,-43.28932060000005,-22.918931999999966
-43.33932060000005,-22.918931999999966,-43.28932060000005,-22.868931999999965
-43.33932060000005,-22.868931999999965,-43.28932060000005,-22.818931999999965
-43.33932060000005,-22.818931999999965,-43.28932060000005,-22.768931999999964
-43.33932060000005,-22.768931999999964,-43.28932060000005,-22.718931999999963
-43.33932060000005,-22.718931999999963,-43.28932060000005,-22.668931999999963
-43.33932060000005,-22.668931999999963,-43.28932060000005,-22.618931999999962
-43.33932060000005,-22.618931999999962,-43.28932060000005,-22.56893199999996
-43.33932060000005,-22.56893199999996,-43.28932060000005,-22.51893199999996
-43.33932060000005,-22.51893199999996,-43.28932060000005,-22.46893199999996
-43.33932060000005,-22.46893199999996,-43.28932060000005,-22.41893199999996
-43.33932060000005,-22.41893199999996,-43.28932060000005,-22.36893199999996
-43.33932060000005,-22.36893199999996,-43.28932060000005,-22.318931999999958
-43.33932060000005,-22.318931999999958,-43.28932060000005,-22.268931999999957
-43.33932060000005,-22.268931999999957,-43.28932060000005,-22.218931999999956
-43.33932060000005,-22.218931999999956,-43.28932060000005,-22.168931999999955
-43.33932060000005,-22.168931999999955,-43.28932060000005,-22.118931999999955
-43.33932060000005,-22.118931999999955,-43.28932060000005,-22.068931999999954
-43.33932060000005,-22.068931999999954,-43.28932060000005,-22.018931999999953
-43.33932060000005,-22.018931999999953,-43.28932060000005,-21.968931999999953
-43.28932060000005,-23.06893199999997,-43.239320600000056,-23.018931999999968
-43.28932060000005,-23.018931999999968,-43.239320600000056,-22.968931999999967
-43.28932060000005,-22.968931999999967,-43.239320600000056,-22.918931999999966
-43.28932060000005,-22.918931999999966,-43.239320600000056,-22.868931999999965
-43.28932060000005,-22.868931999999965,-43.239320600000056,-22.818931999999965
-43.28932060000005,-22.818931999999965,-43.239320600000056,-22.768931999999964
-43.28932060000005,-22.768931999999964,-43.239320600000056,-22.718931999999963
-43.28932060000005,-22.718931999999963,-43.239320600000056,-22.668931999999963
-43.28932060000005,-22.668931999999963,-43.239320600000056,-22.618931999999962
-43.28932060000005,-22.618931999999962,-43.239320600000056,-22.56893199999996
-43.28932060000005,-22.56893199999996,-43.239320600000056,-22.51893199999996
-43.28932060000005,-22.51893199999996,-43.239320600000056,-22.46893199999996
-43.28932060000005,-22.46893199999996,-43.239320600000056,-22.41893199999996
-43.28932060000005,-22.41893199999996,-43.239320600000056,-22.36893199999996
-43.28932060000005,-22.36893199999996,-43.239320600000056,-22.318931999999958
-43.28932060000005,-22.318931999999958,-43.239320600000056,-22.268931999999957
-43.28932060000005,-22.268931999999957,-43.239320600000056,-22.218931999999956
-43.28932060000005,-22.218931999999956,-43.239320600000056,-22.168931999999955
-43.28932060000005,-22.168931999999955,-43.239320600000056,-22.118931999999955
-43.28932060000005,-22.118931999999955,-43.239320600000056,-22.068931999999954
-43.28932060000005,-22.068931999999954,-43.239320600000056,-22.018931999999953
-43.28932060000005,-22.018931999999953,-43.239320600000056,-21.968931999999953
-43.239320600000056,-23.11893199999997,-43.18932060000006,-23.06893199999997
-43.239320600000056,-23.06893199999997,-43.18932060000006,-23.018931999999968
-43.239320600000056,-23.018931999999968,-43.18932060000006,-22.968931999999967
-43.239320600000056,-22.968931999999967,-43.18932060000006,-22.918931999999966
-43.239320600000056,-22.918931999999966,-43.18932060000006,-22.868931999999965
-43.239320600000056,-22.868931999999965,-43.18932060000006,-22.818931999999965
-43.239320600000056,-22.818931999999965,-43.18932060000006,-22.768931999999964
-43.239320600000056,-22.768931999999964,-43.18932060000006,-22.718931999999963
-43.239320600000056,-22.718931999999963,-43.18932060000006,-22.668931999999963
-43.239320600000056,-22.668931999999963,-43.18932060000006,-22.618931999999962
-43.239320600000056,-22.618931999999962,-43.18932060000006,-22.56893199999996
-43.239320600000056,-22.56893199999996,-43.18932060000006,-22.51893199999996
-43.239320600000056,-22.51893199999996,-43.18932060000006,-22.46893199999996
-43.239320600000056,-22.46893199999996,-43.18932060000006,-22.41893199999996
-43.239320600000056,-22.41893199999996,-43.18932060000006,-22.36893199999996
-43.239320600000056,-22.36893199999996,-43.18932060000006,-22.318931999999958
-43.239320600000056,-22.318931999999958,-43.18932060000006,-22.268931999999957
-43.239320600000056,-22.268931999999957,-43.18932060000006,-22.218931999999956
-43.239320600000056,-22.218931999999956,-43.18932060000006,-22.168931999999955
-43.239320600000056,-22.168931999999955,-43.18932060000006,-22.118931999999955
-43.239320600000056,-22.118931999999955,-43.18932060000006,-22.068931999999954
-43.239320600000056,-22.068931999999954,-43.18932060000006,-22.018931999999953
-43.239320600000056,-22.018931999999953,-43.18932060000006,-21.968931999999953
-43.18932060000006,-23.06893199999997,-43.13932060000006,-23.018931999999968
-43.18932060000006,-23.018931999999968,-43.13932060000006,-22.968931999999967
-43.18932060000006,-22.968931999999967,-43.13932060000006,-22.918931999999966
-43.18932060000006,-22.918931999999966,-43.13932060000006,-22.868931999999965
-43.18932060000006,-22.868931999999965,-43.13932060000006,-22.818931999999965
-43.18932060000006,-22.818931999999965,-43.13932060000006,-22.768931999999964
-43.18932060000006,-22.768931999999964,-43.13932060000006,-22.718931999999963
-43.18932060000006,-22.718931999999963,-43.13932060000006,-22.668931999999963
-43.18932060000006,-22.668931999999963,-43.13932060000006,-22.618931999999962
-43.18932060000006,-22.618931999999962,-43.13932060000006,-22.56893199999996
-43.18932060000006,-22.56893199999996,-43.13932060000006,-22.51893199999996
-43.18932060000006,-22.51893199999996,-43.13932060000006,-22.46893199999996
-43.18932060000006,-22.46893199999996,-43.13932060000006,-22.41893199999996
-43.18932060000006,-22.41893199999996,-43.13932060000006,-22.36893199999996
-43.18932060000006,-22.36893199999996,-43.13932060000006,-22.318931999999958
-43.18932060000006,-22.318931999999958,-43.13932060000006,-22.268931999999957
-43.18932060000006,-22.268931999999957,-43.13932060000006,-22.218931999999956
-43.18932060000006,-22.218931999999956,-43.13932060000006,-22.168931999999955
-43.18932060000006,-22.168931999999955,-43.13932060000006,-22.118931999999955
-43.18932060000006,-22.118931999999955,-43.13932060000006,-22.068931999999954
-43.18932060000006,-22.068931999999954,-43.13932060000006,-22.018931999999953
-43.13932060000006,-22.968931999999967,-43.089320600000065,-22.918931999999966
-43.13932060000006,-22.918931999999966,-43.089320600000065,-22.868931999999965
-43.13932060000006,-22.868931999999965,-43.089320600000065,-22.818931999999965
-43.13932060000006,-22.818931999999965,-43.089320600000065,-22.768931999999964
-43.13932060000006,-22.768931999999964,-43.089320600000065,-22.718931999999963
-43.13932060000006,-22.718931999999963,-43.089320600000065,-22.668931999999963
-43.13932060000006,-22.668931999999963,-43.089320600000065,-22.618931999999962
-43.13932060000006,-22.618931999999962,-43.089320600000065,-22.56893199999996
-43.13932060000006,-22.56893199999996,-43.089320600000065,-22.51893199999996
-43.13932060000006,-22.51893199999996,-43.089320600000065,-22.46893199999996
-43.13932060000006,-22.46893199999996,-43.089320600000065,-22.41893199999996
-43.13932060000006,-22.41893199999996,-43.089320600000065,-22.36893199999996
-43.13932060000006,-22.36893199999996,-43.089320600000065,-22.318931999999958
-43.13932060000006,-22.318931999999958,-43.089320600000065,-22.268931999999957
-43.13932060000006,-22.268931999999957,-43.089320600000065,-22.218931999999956
-43.13932060000006,-22.218931999999956,-43.089320600000065,-22.168931999999955
-43.13932060000006,-22.168931999999955,-43.089320600000065,-22.118931999999955
-43.13932060000006,-22.118931999999955,-43.089320600000065,-22.068931999999954
-43.13932060000006,-22.068931999999954,-43.089320600000065,-22.018931999999953
-43.089320600000065,-23.018931999999968,-43.03932060000007,-22.968931999999967
-43.089320600000065,-22.968931999999967,-43.03932060000007,-22.918931999999966
-43.089320600000065,-22.918931999999966,-43.03932060000007,-22.868931999999965
-43.089320600000065,-22.868931999999965,-43.03932060000007,-22.818931999999965
-43.089320600000065,-22.818931999999965,-43.03932060000007,-22.768931999999964
-43.089320600000065,-22.768931999999964,-43.03932060000007,-22.718931999999963
-43.089320600000065,-22.718931999999963,-43.03932060000007,-22.668931999999963
-43.089320600000065,-22.668931999999963,-43.03932060000007,-22.618931999999962
-43.089320600000065,-22.618931999999962,-43.03932060000007,-22.56893199999996
-43.089320600000065,-22.56893199999996,-43.03932060000007,-22.51893199999996
-43.089320600000065,-22.51893199999996,-43.03932060000007,-22.46893199999996
-43.089320600000065,-22.46893199999996,-43.03932060000007,-22.41893199999996
-43.089320600000065,-22.41893199999996,-43.03932060000007,-22.36893199999996
-43.089320600000065,-22.36893199999996,-43.03932060000007,-22.318931999999958
-43.089320600000065,-22.318931999999958,-43.03932060000007,-22.268931999999957
-43.089320600000065,-22.268931999999957,-43.03932060000007,-22.218931999999956
-43.089320600000065,-22.218931999999956,-43.03932060000007,-22.168931999999955
-43.089320600000065,-22.168931999999955,-43.03932060000007,-22.118931999999955
-43.089320600000065,-22.118931999999955,-43.03932060000007,-22.068931999999954
-43.089320600000065,-22.068931999999954,-43.03932060000007,-22.018931999999953
-43.03932060000007,-23.018931999999968,-42.98932060000007,-22.968931999999967
-43.03932060000007,-22.968931999999967,-42.98932060000007,-22.918931999999966
-43.03932060000007,-22.918931999999966,-42.98932060000007,-22.868931999999965
-43.03932060000007,-22.868931999999965,-42.98932060000007,-22.818931999999965
-43.03932060000007,-22.818931999999965,-42.98932060000007,-22.768931999999964
-43.03932060000007,-22.768931999999964,-42.98932060000007,-22.718931999999963
-43.03932060000007,-22.718931999999963,-42.98932060000007,-22.668931999999963
-43.03932060000007,-22.668931999999963,-42.98932060000007,-22.618931999999962
-43.03932060000007,-22.618931999999962,-42.98932060000007,-22.56893199999996
-43.03932060000007,-22.56893199999996,-42.98932060000007,-22.51893199999996
-43.03932060000007,-22.51893199999996,-42.98932060000007,-22.46893199999996
-43.03932060000007,-22.46893199999996,-42.98932060000007,-22.41893199999996
-43.03932060000007,-22.41893199999996,-42.98932060000007,-22.36893199999996
-43.03932060000007,-22.36893199999996,-42.98932060000007,-22.318931999999958
-43.03932060000007,-22.318931999999958,-42.98932060000007,-22.268931999999957
-43.03932060000007,-22.268931999999957,-42.98932060000007,-22.218931999999956
-43.03932060000007,-22.218931999999956,-42.98932060000007,-22.168931999999955
-43.03932060000007,-22.168931999999955,-42.98932060000007,-22.118931999999955
-43.03932060000007,-22.118931999999955,-42.98932060000007,-22.068931999999954
-43.03932060000007,-22.068931999999954,-42.98932060000007,-22.018931999999953
-42.98932060000007,-23.018931999999968,-42.93932060000007,-22.968931999999967
-42.98932060000007,-22.968931999999967,-42.93932060000007,-22.918931999999966
-42.98932060000007,-22.918931999999966,-42.93932060000007,-22.868931999999965
-42.98932060000007,-22.868931999999965,-42.93932060000007,-22.818931999999965
-42.98932060000007,-22.818931999999965,-42.93932060000007,-22.768931999999964
-42.98932060000007,-22.768931999999964,-42.93932060000007,-22.718931999999963
-42.98932060000007,-22.718931999999963,-42.93932060000007,-22.668931999999963
-42.98932060000007,-22.668931999999963,-42.93932060000007,-22.618931999999962
-42.98932060000007,-22.618931999999962,-42.93932060000007,-22.56893199999996
-42.98932060000007,-22.56893199999996,-42.93932060000007,-22.51893199999996
-42.98932060000007,-22.51893199999996,-42.93932060000007,-22.46893199999996
-42.98932060000007,-22.46893199999996,-42.93932060000007,-22.41893199999996
-42.98932060000007,-22.41893199999996,-42.93932060000007,-22.36893199999996
-42.98932060000007,-22.36893199999996,-42.93932060000007,-22.318931999999958
-42.98932060000007,-22.318931999999958,-42.93932060000007,-22.268931999999957
-42.98932060000007,-22.268931999999957,-42.93932060000007,-22.218931999999956
-42.98932060000007,-22.218931999999956,-42.93932060000007,-22.168931999999955
-42.98932060000007,-22.168931999999955,-42.93932060000007,-22.118931999999955
-42.98932060000007,-22.118931999999955,-42.93932060000007,-22.068931999999954
-42.98932060000007,-22.068931999999954,-42.93932060000007,-22.018931999999953
-42.98932060000007,-22.018931999999953,-42.93932060000007,-21.968931999999953
-42.93932060000007,-23.06893199999997,-42.889320600000076,-23.018931999999968
-42.93932060000007,-23.018931999999968,-42.889320600000076,-22.968931999999967
-42.93932060000007,-22.968931999999967,-42.889320600000076,-22.918931999999966
-42.93932060000007,-22.918931999999966,-42.889320600000076,-22.868931999999965
-42.93932060000007,-22.868931999999965,-42.889320600000076,-22.818931999999965
-42.93932060000007,-22.818931999999965,-42.889320600000076,-22.768931999999964
-42.93932060000007,-22.768931999999964,-42.889320600000076,-22.718931999999963
-42.93932060000007,-22.718931999999963,-42.889320600000076,-22.668931999999963
-42.93932060000007,-22.668931999999963,-42.889320600000076,-22.618931999999962
-42.93932060000007,-22.618931999999962,-42.889320600000076,-22.56893199999996
-42.93932060000007,-22.56893199999996,-42.889320600000076,-22.51893199999996
-42.93932060000007,-22.51893199999996,-42.889320600000076,-22.46893199999996
-42.93932060000007,-22.46893199999996,-42.889320600000076,-22.41893199999996
-42.93932060000007,-22.41893199999996,-42.889320600000076,-22.36893199999996
-42.93932060000007,-22.36893199999996,-42.889320600000076,-22.318931999999958
-42.93932060000007,-22.318931999999958,-42.889320600000076,-22.268931999999957
-42.93932060000007,-22.268931999999957,-42.889320600000076,-22.218931999999956
-42.93932060000007,-22.218931999999956,-42.889320600000076,-22.168931999999955
-42.93932060000007,-22.168931999999955,-42.889320600000076,-22.118931999999955
-42.93932060000007,-22.118931999999955,-42.889320600000076,-22.068931999999954
-42.93932060000007,-22.068931999999954,-42.889320600000076,-22.018931999999953
-42.93932060000007,-22.018931999999953,-42.889320600000076,-21.968931999999953
-42.889320600000076,-22.968931999999967,-42.83932060000008,-22.918931999999966
-42.889320600000076,-22.918931999999966,-42.83932060000008,-22.868931999999965
-42.889320600000076,-22.868931999999965,-42.83932060000008,-22.818931999999965
-42.889320600000076,-22.818931999999965,-42.83932060000008,-22.768931999999964
-42.889320600000076,-22.768931999999964,-42.83932060000008,-22.718931999999963
-42.889320600000076,-22.718931999999963,-42.83932060000008,-22.668931999999963
-42.889320600000076,-22.668931999999963,-42.83932060000008,-22.618931999999962
-42.889320600000076,-22.618931999999962,-42.83932060000008,-22.56893199999996
-42.889320600000076,-22.56893199999996,-42.83932060000008,-22.51893199999996
-42.889320600000076,-22.51893199999996,-42.83932060000008,-22.46893199999996
-42.889320600000076,-22.46893199999996,-42.83932060000008,-22.41893199999996
-42.889320600000076,-22.41893199999996,-42.83932060000008,-22.36893199999996
-42.889320600000076,-22.36893199999996,-42.83932060000008,-22.318931999999958
-42.889320600000076,-22.318931999999958,-42.83932060000008,-22.268931999999957
-42.889320600000076,-22.268931999999957,-42.83932060000008,-22.218931999999956
-42.889320600000076,-22.218931999999956,-42.83932060000008,-22.168931999999955
-42.889320600000076,-22.168931999999955,-42.83932060000008,-22.118931999999955
-42.889320600000076,-22.118931999999955,-42.83932060000008,-22.068931999999954
-42.889320600000076,-22.068931999999954,-42.83932060000008,-22.018931999999953
-42.889320600000076,-22.018931999999953,-42.83932060000008,-21.968931999999953
-42.889320600000076,-21.968931999999953,-42.83932060000008,-21.918931999999952
-42.83932060000008,-22.968931999999967,-42.78932060000008,-22.918931999999966
-42.83932060000008,-22.918931999999966,-42.78932060000008,-22.868931999999965
-42.83932060000008,-22.868931999999965,-42.78932060000008,-22.818931999999965
-42.83932060000008,-22.818931999999965,-42.78932060000008,-22.768931999999964
-42.83932060000008,-22.768931999999964,-42.78932060000008,-22.718931999999963
-42.83932060000008,-22.718931999999963,-42.78932060000008,-22.668931999999963
-42.83932060000008,-22.668931999999963,-42.78932060000008,-22.618931999999962
-42.83932060000008,-22.618931999999962,-42.78932060000008,-22.56893199999996
-42.83932060000008,-22.56893199999996,-42.78932060000008,-22.51893199999996
-42.83932060000008,-22.51893199999996,-42.78932060000008,-22.46893199999996
-42.83932060000008,-22.46893199999996,-42.78932060000008,-22.41893199999996
-42.83932060000008,-22.41893199999996,-42.78932060000008,-22.36893199999996
-42.83932060000008,-22.36893199999996,-42.78932060000008,-22.318931999999958
-42.83932060000008,-22.318931999999958,-42.78932060000008,-22.268931999999957
-42.83932060000008,-22.268931999999957,-42.78932060000008,-22.218931999999956
-42.83932060000008,-22.218931999999956,-42.78932060000008,-22.168931999999955
-42.83932060000008,-22.168931999999955,-42.78932060000008,-22.118931999999955
-42.83932060000008,-22.118931999999955,-42.78932060000008,-22.068931999999954
-42.83932060000008,-22.068931999999954,-42.78932060000008,-22.018931999999953
